テーブル名,項目名(物理名),データ型,桁,必須,PK
植物用ＰＯＰマスタ,User_Cd,NVARCHAR2,5,○,○
植物用ＰＯＰマスタ,Code,NVARCHAR2,6,○,○
植物用ＰＯＰマスタ,ValidFlag,NVARCHAR2,1,○,
植物用ＰＯＰマスタ,Layout,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Sku_Cd,NVARCHAR2,13,--,
植物用ＰＯＰマスタ,Name,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,FamilyName,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,AnotherName,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Recommend,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Comment1,NVARCHAR2,50,--,
植物用ＰＯＰマスタ,Comment2,NVARCHAR2,50,--,
植物用ＰＯＰマスタ,Comment3,NVARCHAR2,50,--,
植物用ＰＯＰマスタ,StandardBitnk,NUMBER,11.2,--,
植物用ＰＯＰマスタ,Class,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,FloweringSeason,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,FlowerColor,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Sunny,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Watering,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,PutPlace,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Height,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Habitat,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Pollinizer,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,PruneSeason,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,FlowerInitiation,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,RipenTime,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,HarvestTime,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,UseWay,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,PlantWay,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,Characteristic,NVARCHAR2,255,--,
植物用ＰＯＰマスタ,RaiseWay,NVARCHAR2,255,--,
植物用ＰＯＰマスタ,ColdResistant,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,OverWinterAim,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,BotanicalName,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,LayoutName,NVARCHAR2,70,--,
植物用ＰＯＰマスタ,POPImageFileName,NVARCHAR2,70,--,
予約ＰＯＰ商品マスタ,User_Cd,NVARCHAR2,5,○,○
予約ＰＯＰ商品マスタ,ReflectDate,DATE,--,○,○
予約ＰＯＰ商品マスタ,Sku_Cd,NVARCHAR2,13,○,○
予約ＰＯＰ商品マスタ,CommonPOP1,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,CommonPOP1_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,CommonPOP2,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,CommonPOP2_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,CommonPOP3,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,CommonPOP3_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,OriginalPOP1,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,OriginalPOP1_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,OriginalPOP2,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,OriginalPOP2_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,OriginalPOP3,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,OriginalPOP3_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Notes,NVARCHAR2,400,--,
予約ＰＯＰ商品マスタ,Notes_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,GoodPoint,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,GoodPoint_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,PlaceOfOrigin,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,PlaceOfOrigin_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Material,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,Material_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Uses,NVARCHAR2,50,--,
予約ＰＯＰ商品マスタ,Uses_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Design,NVARCHAR2,70,--,
予約ＰＯＰ商品マスタ,Design_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Width,NUMBER,6,○,
予約ＰＯＰ商品マスタ,Width_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,WidthUnit,NVARCHAR2,2,○,
予約ＰＯＰ商品マスタ,WidthUnit_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Height,NUMBER,6,○,
予約ＰＯＰ商品マスタ,Height_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,HeightUnit,NVARCHAR2,2,○,
予約ＰＯＰ商品マスタ,HeightUnit_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,Depth,NUMBER,6,○,
予約ＰＯＰ商品マスタ,Depth_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,DepthUnit,NVARCHAR2,2,○,
予約ＰＯＰ商品マスタ,DepthUnit_UpdFlag,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,ReflectTimingType,NVARCHAR2,1,○,
予約ＰＯＰ商品マスタ,MasterUpdDateTime,TIMESTAMP,6,○,
予約ＰＯＰ商品マスタ,AddOperator_Cd,NVARCHAR2,20,○,
予約ＰＯＰ商品マスタ,AddDateTime,TIMESTAMP,6,○,
予約ＰＯＰ商品マスタ,AddProc_Cd,NVARCHAR2,40,--,
予約ＰＯＰ商品マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
予約ＰＯＰ商品マスタ,UpdDateTime,TIMESTAMP,6,○,
予約ＰＯＰ商品マスタ,UpdProc_Cd,NVARCHAR2,40,--,
基本商品惣菜マスタ,Sku_Cd,NVARCHAR2,13,○,○
基本商品惣菜マスタ,User_Cd,NVARCHAR2,5,○,
基本商品惣菜マスタ,ValidFlag,NVARCHAR2,1,○,
基本商品惣菜マスタ,DelicaSkuType,NVARCHAR2,1,○,
基本商品惣菜マスタ,YieldRate,NUMBER,5.2,○,
基本商品惣菜マスタ,UsedType,NVARCHAR2,1,○,
基本商品惣菜マスタ,PrepType,NVARCHAR2,1,○,
基本商品惣菜マスタ,DelicaOrderType,NVARCHAR2,1,○,
基本商品惣菜マスタ,GramCapacity,NUMBER,9,○,
基本商品惣菜マスタ,AddOperator_Cd,NVARCHAR2,20,○,
基本商品惣菜マスタ,AddDateTime,TIMESTAMP,6,○,
基本商品惣菜マスタ,AddProc_Cd,NVARCHAR2,40,--,
基本商品惣菜マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
基本商品惣菜マスタ,UpdDateTime,TIMESTAMP,6,○,
基本商品惣菜マスタ,UpdProc_Cd,NVARCHAR2,40,--,
基本商品惣菜マスタログ,Log_Id,NVARCHAR2,32,○,○
基本商品惣菜マスタログ,LogDateTime,TIMESTAMP,6,○,○
基本商品惣菜マスタログ,LogOperator_Cd,NVARCHAR2,20,○,○
基本商品惣菜マスタログ,LogType,NVARCHAR2,1,○,○
基本商品惣菜マスタログ,Sku_Cd,NVARCHAR2,13,○,○
基本商品惣菜マスタログ,User_Cd,NVARCHAR2,5,○,
基本商品惣菜マスタログ,ValidFlag,NVARCHAR2,1,○,
基本商品惣菜マスタログ,DelicaSkuType,NVARCHAR2,1,○,
基本商品惣菜マスタログ,YieldRate,NUMBER,5.2,○,
基本商品惣菜マスタログ,UsedType,NVARCHAR2,1,○,
基本商品惣菜マスタログ,PrepType,NVARCHAR2,1,○,
基本商品惣菜マスタログ,DelicaOrderType,NVARCHAR2,1,○,
基本商品惣菜マスタログ,GramCapacity,NUMBER,9,○,
惣菜コーナーマスタ,User_Cd,NVARCHAR2,5,○,○
惣菜コーナーマスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜コーナーマスタ,CornerNo,NUMBER,2,○,○
惣菜コーナーマスタ,ValidFlag,NVARCHAR2,1,○,
惣菜コーナーマスタ,Name,NVARCHAR2,40,○,
惣菜コーナーマスタ,AddOperator_Cd,NVARCHAR2,20,○,
惣菜コーナーマスタ,AddDateTime,TIMESTAMP,6,○,
惣菜コーナーマスタ,AddProc_Cd,NVARCHAR2,40,--,
惣菜コーナーマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜コーナーマスタ,UpdDateTime,TIMESTAMP,6,○,
惣菜コーナーマスタ,UpdProc_Cd,NVARCHAR2,40,--,
惣菜レシピヘッダ情報,User_Cd,NVARCHAR2,5,○,○
惣菜レシピヘッダ情報,SalesSku_Cd,NVARCHAR2,13,○,○
惣菜レシピヘッダ情報,PatternType,NVARCHAR2,1,○,○
惣菜レシピヘッダ情報,StorePattern_Cd,NVARCHAR2,5,○,○
惣菜レシピヘッダ情報,Store_Cd,NVARCHAR2,5,○,○
惣菜レシピヘッダ情報,ValidFlag,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,SoukenKunFlag,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,SoukenKunOperator_Cd,NVARCHAR2,20,--,
惣菜レシピヘッダ情報,SoukenKunDateTime,TIMESTAMP,6,○,
惣菜レシピヘッダ情報,CallNo,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,RecipeType,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,SKUSname,NVARCHAR2,100,○,
惣菜レシピヘッダ情報,FA_Dept_Cd,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_MaterialNo,NUMBER,4,○,
惣菜レシピヘッダ情報,FA_ProcessDatePrintFlag,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_ProcessTimePrintFlag,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_ConsumeDatePrintFlag,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_ConsumeTimePrintFlag,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_ConsumeDay,NUMBER,4,○,
惣菜レシピヘッダ情報,FA_ConsumeTime,NUMBER,4,○,
惣菜レシピヘッダ情報,FA_FrontPrintFlag,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_BackPrintFlag,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_BackPrintType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_PromotionPrintFlag,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_ImagePrintFlag,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_FrontFormatNo,NUMBER,2,--,
惣菜レシピヘッダ情報,FA_BackFormatNo,NUMBER,2,--,
惣菜レシピヘッダ情報,FA_FrontBarFlag,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_OutPutMode,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_TransactionFlag,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_IDLotPrintType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_StorageDegreeNo,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_StorageMethodNo,NVARCHAR2,2,○,
惣菜レシピヘッダ情報,FA_AreaNo,NVARCHAR2,3,--,
惣菜レシピヘッダ情報,FA_CalorieNo,NVARCHAR2,4,○,
惣菜レシピヘッダ情報,FA_ProcessType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_AutoSensing,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_FrontPrintType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_Free_CD1,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,FA_Free_CD2,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,FA_Free_CD3,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,FA_Free_CD4,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,FA_Free_CD5,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,FA_JanType,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_FlagType,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_POSFlag,NVARCHAR2,2,○,
惣菜レシピヘッダ情報,FA_POS_Cd,NVARCHAR2,10,○,
惣菜レシピヘッダ情報,FA_RegCd,NVARCHAR2,3,--,
惣菜レシピヘッダ情報,FA_WeighingType,NVARCHAR2,1,○,
惣菜レシピヘッダ情報,FA_UnitPrice,NUMBER,5,○,
惣菜レシピヘッダ情報,FA_FixedPrice,NUMBER,5,○,
惣菜レシピヘッダ情報,FA_MarkDownType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_SalesPrice,NUMBER,5,--,
惣菜レシピヘッダ情報,FA_FixedQty,NUMBER,3,--,
惣菜レシピヘッダ情報,FA_FixedUnits,NVARCHAR2,2,--,
惣菜レシピヘッダ情報,FA_FixedWeight,NUMBER,4,--,
惣菜レシピヘッダ情報,FA_MAXWeight,NUMBER,4,--,
惣菜レシピヘッダ情報,FA_MINWeight,NUMBER,4,--,
惣菜レシピヘッダ情報,FA_PackingWeight,NUMBER,2,--,
惣菜レシピヘッダ情報,FA_HeightType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_PrintDirectionType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_PrintModeType,NVARCHAR2,1,--,
惣菜レシピヘッダ情報,FA_PackingPrintNo,NVARCHAR2,2,○,
惣菜レシピヘッダ情報,FA_POPNo,NVARCHAR2,3,--,
惣菜レシピヘッダ情報,FA_CommentNo,NVARCHAR2,2,--,
惣菜レシピヘッダ情報,FA_TrayNo,NVARCHAR2,4,--,
惣菜レシピヘッダ情報,FA_ImageNo,NVARCHAR2,2,--,
惣菜レシピヘッダ情報,FA_ImageNo2,NVARCHAR2,3,--,
惣菜レシピヘッダ情報,Notes,NVARCHAR2,100,--,
惣菜レシピヘッダ情報,AddOperator_Cd,NVARCHAR2,20,○,
惣菜レシピヘッダ情報,AddDateTime,TIMESTAMP,6,○,
惣菜レシピヘッダ情報,AddProc_Cd,NVARCHAR2,40,--,
惣菜レシピヘッダ情報,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜レシピヘッダ情報,UpdDateTime,TIMESTAMP,6,○,
惣菜レシピヘッダ情報,UpdProc_Cd,NVARCHAR2,40,--,
惣菜レシピ明細情報,User_Cd,NVARCHAR2,5,○,○
惣菜レシピ明細情報,SalesSku_Cd,NVARCHAR2,13,○,○
惣菜レシピ明細情報,PatternType,NVARCHAR2,1,○,○
惣菜レシピ明細情報,StorePattern_Cd,NVARCHAR2,5,○,○
惣菜レシピ明細情報,Store_Cd,NVARCHAR2,5,○,○
惣菜レシピ明細情報,OrderSku_Cd,NVARCHAR2,13,○,○
惣菜レシピ明細情報,ValidFlag,NVARCHAR2,1,○,
惣菜レシピ明細情報,Qty,NUMBER,10.5,○,
惣菜レシピ明細情報,AddOperator_Cd,NVARCHAR2,20,○,
惣菜レシピ明細情報,AddDateTime,TIMESTAMP,6,○,
惣菜レシピ明細情報,AddProc_Cd,NVARCHAR2,40,--,
惣菜レシピ明細情報,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜レシピ明細情報,UpdDateTime,TIMESTAMP,6,○,
惣菜レシピ明細情報,UpdProc_Cd,NVARCHAR2,40,--,
惣菜原体商品納品タイミングマスタ,User_Cd,NVARCHAR2,5,○,○
惣菜原体商品納品タイミングマスタ,Partner_Cd,NVARCHAR2,6,○,○
惣菜原体商品納品タイミングマスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜原体商品納品タイミングマスタ,ValidFlag,NVARCHAR2,1,○,
惣菜原体商品納品タイミングマスタ,DeliveryTimeType,NVARCHAR2,1,○,
惣菜原体商品納品タイミングマスタ,AddOperator_Cd,NVARCHAR2,20,○,
惣菜原体商品納品タイミングマスタ,AddDateTime,TIMESTAMP,6,○,
惣菜原体商品納品タイミングマスタ,AddProc_Cd,NVARCHAR2,40,--,
惣菜原体商品納品タイミングマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜原体商品納品タイミングマスタ,UpdDateTime,TIMESTAMP,6,○,
惣菜原体商品納品タイミングマスタ,UpdProc_Cd,NVARCHAR2,40,--,
惣菜自動発注期間マスタ,User_Cd,NVARCHAR2,5,○,○
惣菜自動発注期間マスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜自動発注期間マスタ,ValidFlag,NVARCHAR2,1,○,
惣菜自動発注期間マスタ,AutoOrderStartDate,DATE,--,○,
惣菜自動発注期間マスタ,AutoOrderEndDate,DATE,--,○,
惣菜商品コーナーNoマスタ,User_Cd,NVARCHAR2,5,○,○
惣菜商品コーナーNoマスタ,SalesSku_Cd,NVARCHAR2,13,○,○
惣菜商品コーナーNoマスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜商品コーナーNoマスタ,CornerNo,NUMBER,2,○,
メーカーマスタ,User_Cd,NVARCHAR2,5,○,○
メーカーマスタ,Maker_Cd,NVARCHAR2,9,○,○
メーカーマスタ,ValidFlag,NVARCHAR2,1,○,
メーカーマスタ,Name,NVARCHAR2,80,○,
メーカーマスタ,AName,NVARCHAR2,40,○,
メーカーマスタ,MakerType,NVARCHAR2,1,○,
メーカーマスタ,ParentMaker_Cd,NVARCHAR2,9,○,
メーカーマスタ,AddOperator_Cd,NVARCHAR2,20,○,
メーカーマスタ,AddDateTime,TIMESTAMP,6,○,
メーカーマスタ,AddProc_Cd,NVARCHAR2,40,--,
メーカーマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
メーカーマスタ,UpdDateTime,TIMESTAMP,6,○,
メーカーマスタ,UpdProc_Cd,NVARCHAR2,40,--,
季節商品マスタ,User_Cd,NVARCHAR2,5,○,○
季節商品マスタ,SkuSeason_Cd,NVARCHAR2,4,○,○
季節商品マスタ,ValidFlag,NVARCHAR2,1,○,
季節商品マスタ,Name,NVARCHAR2,20,○,
季節商品マスタ,OrderStartDate,NVARCHAR2,5,○,
季節商品マスタ,OrderEndDate,NVARCHAR2,5,○,
季節商品マスタ,AddOperator_Cd,NVARCHAR2,20,○,
季節商品マスタ,AddDateTime,TIMESTAMP,6,○,
季節商品マスタ,AddProc_Cd,NVARCHAR2,40,--,
季節商品マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
季節商品マスタ,UpdDateTime,TIMESTAMP,6,○,
季節商品マスタ,UpdProc_Cd,NVARCHAR2,40,--,
自社商品コードマスタ,User_Cd,NVARCHAR2,5,○,○
自社商品コードマスタ,Instore_Cd,NVARCHAR2,2,○,○
自社商品コードマスタ,InstoreType,NVARCHAR2,2,○,○
自社商品コードマスタ,ValidFlag,NVARCHAR2,1,○,
自社商品コードマスタ,ItemStartPosition,NUMBER,2,○,
自社商品コードマスタ,ItemStartLength,NUMBER,2,○,
自社商品コードマスタ,CheckPriceStartPosition,NUMBER,2,○,
自社商品コードマスタ,CheckPriceLength,NUMBER,2,○,
自社商品コードマスタ,PriceStartPosition,NUMBER,2,○,
自社商品コードマスタ,PriceLength,NUMBER,2,○,
自社商品コードマスタ,CheckDigitStartPosition,NUMBER,2,○,
自社商品コードマスタ,CheckDigitLength,NUMBER,2,○,
自社商品コードマスタ,Sequence_Cd,NVARCHAR2,10,--,
自社商品コードマスタ,AddOperator_Cd,NVARCHAR2,20,○,
自社商品コードマスタ,AddDateTime,TIMESTAMP,6,○,
自社商品コードマスタ,AddProc_Cd,NVARCHAR2,40,--,
自社商品コードマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
自社商品コードマスタ,UpdDateTime,TIMESTAMP,6,○,
自社商品コードマスタ,UpdProc_Cd,NVARCHAR2,40,--,
商品属性マスタ,User_Cd,NVARCHAR2,5,○,○
商品属性マスタ,SkuAttribute_Cd,NVARCHAR2,4,○,○
商品属性マスタ,ValidFlag,NVARCHAR2,1,○,
商品属性マスタ,Name,NVARCHAR2,20,○,
商品属性マスタ,AddOperator_Cd,NVARCHAR2,20,○,
商品属性マスタ,AddDateTime,TIMESTAMP,6,○,
商品属性マスタ,AddProc_Cd,NVARCHAR2,40,--,
商品属性マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
商品属性マスタ,UpdDateTime,TIMESTAMP,6,○,
商品属性マスタ,UpdProc_Cd,NVARCHAR2,40,--,
汎用商品マスタ,User_Cd,NVARCHAR2,5,○,○
汎用商品マスタ,Sku_Cd,NVARCHAR2,13,○,○
汎用商品マスタ,ValidFlag,NVARCHAR2,1,○,
汎用商品マスタ,MultipurposeType,NVARCHAR2,2,○,
関連商品マスタ,User_Cd,NVARCHAR2,5,○,○
関連商品マスタ,RelationSku_Cd,NVARCHAR2,13,○,○
関連商品マスタ,ParentSku_Cd,NVARCHAR2,13,○,○
関連商品マスタ,ValidFlag,NVARCHAR2,1,○,
関連商品マスタ,ParentSkuType,NVARCHAR2,1,○,
HT商品マスタ更新管理データ,User_Cd,NVARCHAR2,5,○,○
HT商品マスタ更新管理データ,HTReqNo,NUMBER,10,○,○
HT商品マスタ更新管理データ,HTReqDateTime,TIMESTAMP,6,○,○
HT商品マスタ更新管理データ,HTReqOperatr_Cd,NVARCHAR2,10,○,○
HT商品マスタ更新管理データ,HTReqTotalCnt,NUMBER,10,○,
HT商品マスタ更新管理データ,HTReqScsQty,NUMBER,10,○,
HT商品マスタ更新管理データ,HTReqWrnQty,NUMBER,10,○,
HT商品マスタ更新管理データ,HTReqErrQty,NUMBER,10,○,
HT商品マスタ更新管理データ,MasterUpdStatus,NUMBER,3,○,
HT商品マスタ更新管理データ,MasterUpdOperator_Cd,NVARCHAR2,10,○,
HT商品マスタ更新管理データ,MasterUpdDateTime,TIMESTAMP,6,○,
HT商品マスタ更新管理データ,MasterScsQty,NUMBER,10,○,
HT商品マスタ更新管理データ,MasterWrnQty,NUMBER,10,○,
HT商品マスタ更新管理データ,MasterErrQty,NUMBER,10,○,
HT商品マスタ更新管理データ,ImportBatchKey,NUMBER,10,○,
HT商品マスタ更新管理データ,AddOperator_Cd,NVARCHAR2,20,○,
HT商品マスタ更新管理データ,AddDateTime,TIMESTAMP,6,○,
HT商品マスタ更新管理データ,AddProc_Cd,NVARCHAR2,40,--,
HT商品マスタ更新管理データ,UpdOperator_Cd,NVARCHAR2,20,○,
HT商品マスタ更新管理データ,UpdDateTime,TIMESTAMP,6,○,
HT商品マスタ更新管理データ,UpdProc_Cd,NVARCHAR2,40,--,
HT商品マスタ更新要求データ,User_Cd,NVARCHAR2,5,○,○
HT商品マスタ更新要求データ,HTReqNo,NUMBER,10,○,○
HT商品マスタ更新要求データ,HTReqDateTime,TIMESTAMP,6,○,○
HT商品マスタ更新要求データ,HTReqDataSeqNo,NUMBER,14,○,○
HT商品マスタ更新要求データ,HTReqType,NVARCHAR2,1,○,
HT商品マスタ更新要求データ,Store_Cd,VARCHAR,5,○,
HT商品マスタ更新要求データ,Operator_Cd,NVARCHAR2,10,○,
HT商品マスタ更新要求データ,HTAddDateTime,TIMESTAMP,6,○,
HT商品マスタ更新要求データ,HTSeqNo,NUMBER,10,○,
HT商品マスタ更新要求データ,HTTerminal_Cd,NVARCHAR2,10,0,
HT商品マスタ更新要求データ,Sku_Cd,NVARCHAR2,13,○,
HT商品マスタ更新要求データ,LineData,VARCHAR,200,○,
HT商品マスタ更新要求データ,AddOperator_Cd,NVARCHAR2,20,○,
HT商品マスタ更新要求データ,AddDateTime,TIMESTAMP,6,○,
HT商品マスタ更新要求データ,AddProc_Cd,NVARCHAR2,40,--,
HT商品マスタ更新要求データ,UpdOperator_Cd,NVARCHAR2,20,○,
HT商品マスタ更新要求データ,UpdDateTime,TIMESTAMP,6,○,
HT商品マスタ更新要求データ,UpdProc_Cd,NVARCHAR2,40,--,
オーダーブックデータ,User_Cd,NVARCHAR2,5,○,○
オーダーブックデータ,Store_Cd,NVARCHAR2,5,○,○
オーダーブックデータ,RackNo,NUMBER,6,○,○
オーダーブックデータ,ShelfNo,NUMBER,3,○,○
オーダーブックデータ,ColumnNo,NUMBER,4,○,○
オーダーブックデータ,Sku_Cd,NVARCHAR2,13,○,○
オーダーブックデータ,DataType,NVARCHAR2,2,○,○
オーダーブックデータ,Operator_Cd,NVARCHAR2,10,○,○
オーダーブックデータ,PrintDate,TIMESTAMP,6,○,○
オーダーブックデータ,HTReqNo,NUMBER,10,○,
オーダーブックデータ,HTReqDateTime,TIMESTAMP,6,○,
オーダーブックデータ,HTReqDataSeqNo,NUMBER,14,○,
オーダーブックデータ,HTReqType,NVARCHAR2,1,○,
オーダーブックデータ,HTAddDateTime,TIMESTAMP,6,○,
オーダーブックデータ,HTSeqNo,NUMBER,10,○,
オーダーブックデータ,HTTerminal_Cd,NVARCHAR2,10,--,
オーダーブックデータ,OrderBookType,NVARCHAR2,1,○,
オーダーブックデータ,DataMakeDateTime,TIMESTAMP,6,○,
オーダーブックデータ,ErrorType,NVARCHAR2,1,○,
基本商品マスタログ,User_Cd,NVARCHAR2,5,○,○
基本商品マスタログ,LogDateTime,TIMESTAMP,6,○,○
基本商品マスタログ,LogOperator_Cd,NVARCHAR2,20,○,○
基本商品マスタログ,LogType,NVARCHAR2,1,○,○
基本商品マスタログ,Sku_Cd,NVARCHAR2,13,○,○
基本商品マスタログ,ValidFlag,NVARCHAR2,1,○,
基本商品マスタログ,Name,NVARCHAR2,100,○,
基本商品マスタログ,StandardName,NVARCHAR2,20,--,
基本商品マスタログ,Sname,NVARCHAR2,28,○,
基本商品マスタログ,AName1,NVARCHAR2,25,○,
基本商品マスタログ,AName2,NVARCHAR2,20,--,
基本商品マスタログ,POSName,NVARCHAR2,40,--,
基本商品マスタログ,Maker_Cd,NVARCHAR2,9,○,
基本商品マスタログ,ModelNo,NVARCHAR2,20,--,
基本商品マスタログ,TaxType,NVARCHAR2,1,○,
基本商品マスタログ,Tax_Cd,NVARCHAR2,1,○,
基本商品マスタログ,MakerPrice,NUMBER,11.2,○,
基本商品マスタログ,OrderStopType,NVARCHAR2,1,○,
基本商品マスタログ,OrderStopTypeDate,DATE,--,○,
基本商品マスタログ,GuaranteeType,NVARCHAR2,1,○,
基本商品マスタログ,SubconType,NVARCHAR2,1,○,
基本商品マスタログ,ItemType,NVARCHAR2,1,○,
基本商品マスタログ,OrderLimitType,NVARCHAR2,1,○,
基本商品マスタログ,SuppliesType,NVARCHAR2,1,○,
